Series Name,Series Code,Country Name,Country Code,2024 [YR2024]
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Middle East, North Africa, Afghanistan & Pakistan",MEA,84.3642872384957
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,83.6038688679981
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,83.5570321833246
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Middle income,MIC,87.6372174862686
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Moldova,MDA,84
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Monaco,MCO,88
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mongolia,MNG,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Montenegro,MNE,23
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Morocco,MAR,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mozambique,MOZ,65
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Myanmar,MMR,71
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Namibia,NAM,79
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nauru,NRU,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nepal,NPL,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Netherlands,NLD,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,New Caledonia,NCL,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,New Zealand,NZL,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nicaragua,NIC,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Niger,NER,81
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nigeria,NGA,57
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,North America,NAC,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,North Macedonia,MKD,73
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Northern Mariana Islands,MNP,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Norway,NOR,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Not classified,INX,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,OECD members,OED,91.3635905838085
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Oman,OMN,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Other small states,OSS,81.8018799003972
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Pacific island small states,PSS,80.9297480421921
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Pakistan,PAK,86
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Palau,PLW,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Panama,PAN,93
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Papua New Guinea,PNG,44
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Paraguay,PRY,90
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Peru,PER,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Philippines,PHL,80
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Poland,POL,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Portugal,PRT,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Post-demographic dividend,PST,93.0834022048363
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Pre-demographic dividend,PRE,67.4507909581754
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Puerto Rico (US),PRI,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Qatar,QAT,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Romania,ROU,78
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Russian Federation,RUS,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Rwanda,RWA,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Samoa,WSM,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,San Marino,SMR,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sao Tome and Principe,STP,87
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Saudi Arabia,SAU,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Senegal,SEN,87
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Serbia,SRB,84
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Seychelles,SYC,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sierra Leone,SLE,90
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Singapore,SGP,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sint Maarten (Dutch part),SXM,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Slovak Republic,SVK,94
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Slovenia,SVN,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Small states,SST,83.2468683871471
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Solomon Islands,SLB,78
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Somalia, Fed. Rep.",SOM,64
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Africa,ZAF,76
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Asia,SAS,96.8983431722758
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Asia (IDA & IBRD),TSA,96.8983431722758
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Sudan,SSD,72
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Spain,ESP,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sri Lanka,LKA,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Kitts and Nevis,KNA,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Lucia,LCA,83
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Martin (French part),MAF,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Vincent and the Grenadines,VCT,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sub-Saharan Africa,SSF,69.0788418180521
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sub-Saharan Africa (excluding high income),SSA,68.7518392551751
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sub-Saharan Africa (IDA & IBRD countries),TSS,69.0788418180521
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sudan,SDN,46
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Suriname,SUR,73
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sweden,SWE,93
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Switzerland,CHE,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Syrian Arab Republic,SYR,81
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tajikistan,TJK,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tanzania,TZA,84
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Thailand,THA,93
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Timor-Leste,TLS,72
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Togo,TGO,81
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tonga,TON,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Trinidad and Tobago,TTO,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tunisia,TUN,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Turkiye,TUR,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Turkmenistan,TKM,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Turks and Caicos Islands,TCA,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tuvalu,TUV,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uganda,UGA,90
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Ukraine,UKR,91
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,United Arab Emirates,ARE,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,United Kingdom,GBR,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,United States,USA,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Upper middle income,UMC,90.3469302809252
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uruguay,URY,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uzbekistan,UZB,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Vanuatu,VUT,61
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Venezuela, RB",VEN,71
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Viet Nam,VNM,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Virgin Islands (U.S.),VIR,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,West Bank and Gaza,PSE,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,World,WLD,84.3019622532265
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Yemen, Rep.",YEM,41
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Zambia,ZMB,88
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Zimbabwe,ZWE,90
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Afghanistan,AFG,44
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Africa Eastern and Southern,AFE,57.1360056313031
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Africa Western and Central,AFW,46.9907802435848
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Albania,ALB,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Algeria,DZA,90
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,American Samoa,ASM,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Andorra,AND,97
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Angola,AGO,31
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Antigua and Barbuda,ATG,82
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Arab World,ARB,72.5865335581416
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Argentina,ARG,46
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Armenia,ARM,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Aruba,ABW,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Australia,AUS,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Austria,AUT,84
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Azerbaijan,AZE,88
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Bahamas, The",BHS,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bahrain,BHR,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bangladesh,BGD,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Barbados,BRB,76
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Belarus,BLR,98
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Belgium,BEL,82
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Belize,BLZ,83
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Benin,BEN,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bermuda,BMU,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bhutan,BTN,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bolivia,BOL,61
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bosnia and Herzegovina,BIH,71
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Botswana,BWA,77
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Brazil,BRA,68
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,British Virgin Islands,VGB,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Brunei Darussalam,BRN,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bulgaria,BGR,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Burkina Faso,BFA,65
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Burundi,BDI,80
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cabo Verde,CPV,86
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cambodia,KHM,64
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cameroon,CMR,49
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Canada,CAN,79
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Caribbean small states,CSS,80.558665895508
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cayman Islands,CYM,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Central African Republic,CAF,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Central Europe and the Baltics,CEB,82.3131995194527
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Chad,TCD,46
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Channel Islands,CHI,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Chile,CHL,73
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,China,CHN,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Colombia,COL,86
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Comoros,COM,70
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Congo, Dem. Rep.",COD,51
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Congo, Rep.",COG,47
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Costa Rica,CRI,87
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cote d'Ivoire,CIV,48
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Croatia,HRV,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cuba,CUB,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Curacao,CUW,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Cyprus,CYP,97
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Czechia,CZE,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Denmark,DNK,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Djibouti,DJI,48
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Dominica,DMA,75
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Dominican Republic,DOM,78
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Early-demographic dividend,EAR,83.3258803989803
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,East Asia & Pacific,EAS,87.6007665813506
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,East Asia & Pacific (excluding high income),EAP,87.0917783338052
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,East Asia & Pacific (IDA & IBRD countries),TEA,86.8919939471224
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Ecuador,ECU,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Egypt, Arab Rep.",EGY,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,El Salvador,SLV,90
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Equatorial Guinea,GNQ,31
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Eritrea,ERI,85
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Estonia,EST,74
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Eswatini,SWZ,86
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Ethiopia,ETH,59
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Euro area,EMU,89.2989472600398
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Europe & Central Asia,ECS,90.735765292394
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Europe & Central Asia (excluding high income),ECA,94.0335439219271
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Europe & Central Asia (IDA & IBRD countries),TEC,91.9849298740015
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,European Union,EUU,87.8211929554695
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Faroe Islands,FRO,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Fiji,FJI,75
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Finland,FIN,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Fragile and conflict affected situations,FCS,49.9643583081763
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,France,FRA,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,French Polynesia,PYF,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Gabon,GAB,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Gambia, The",GMB,83
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Georgia,GEO,81
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Germany,DEU,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Ghana,GHA,79
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Gibraltar,GIB,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Greece,GRC,71
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Greenland,GRL,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Grenada,GRD,67
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Guam,GUM,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Guatemala,GTM,78
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Guinea,GIN,45
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Guinea-Bissau,GNB,45
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Guyana,GUY,97
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Haiti,HTI,54
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Heavily indebted poor countries (HIPC),HPC,55.94117194577
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,High income,HIC,91.1482388587949
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Honduras,HND,77
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Hong Kong SAR, China",HKG,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Hungary,HUN,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,IBRD only,IBD,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Iceland,ISL,98
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,IDA & IBRD total,IBT,74.8477013110151
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,IDA blend,IDB,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,IDA only,IDX,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,IDA total,IDA,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,India,IND,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Indonesia,IDN,82
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Iran, Islamic Rep.",IRN,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Iraq,IRQ,82
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Ireland,IRL,90
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Isle of Man,IMN,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Israel,ISR,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Italy,ITA,84
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Jamaica,JAM,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Japan,JPN,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Jordan,JOR,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Kazakhstan,KAZ,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Kenya,KEN,76
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Kiribati,KIR,47
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Korea, Dem. People's Rep.",PRK,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Korea, Rep.",KOR,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Kosovo,XKX,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Kuwait,KWT,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Kyrgyz Republic,KGZ,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lao PDR,LAO,66
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Late-demographic dividend,LTE,90.0218610944904
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latin America & Caribbean,LCN,69.3128480782369
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latin America & Caribbean (excluding high income),LAC,69.7179998943965
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latin America & the Caribbean (IDA & IBRD countries),TLA,69.004825498256
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latvia,LVA,88
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Least developed countries: UN classification,LDC,58.3341767420148
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lebanon,LBN,59
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lesotho,LSO,74
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Liberia,LBR,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Libya,LBY,80
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Liechtenstein,LIE,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lithuania,LTU,85
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Low & middle income,LMY,75.3470254481935
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Low income,LIC,52.1877277853956
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lower middle income,LMC,77.9089314934937
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Luxembourg,LUX,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Macao SAR, China",MAC,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Madagascar,MDG,46
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Malawi,MWI,69
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Malaysia,MYS,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Maldives,MDV,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mali,MLI,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Malta,MLT,86
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Marshall Islands,MHL,61
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mauritania,MRT,59
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mauritius,MUS,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mexico,MEX,69
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Micronesia, Fed. Sts.",FSM,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Middle East, North Africa, Afghanistan & Pakistan",MEA,80.7600178661362
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,79.8956662639414
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,79.8159229087578
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Middle income,MIC,80.252964434925
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Moldova,MDA,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Monaco,MCO,80
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mongolia,MNG,95
